gender,mental_illness,property_offense,drug_offense,violent_offense,times_arrested,demo,var
Male,1,1.584979880077061,1.6638577939091956,1.6108530665778762,4.4746403793078295,Asian,race
Male,1,2.070498891997897,2.3563138624261617,1.7752771083503431,10.884681254976236,Black,race
Male,1,1.8869345741202015,1.9246181458063965,1.6701465543066367,8.945770960885728,Hispanic,race
Male,1,1.8112451463136,2.116699732016792,1.4878279935801035,8.400843575035113,Other,race
Male,1,1.960240471416767,1.5949434787915941,1.8271749888183635,10.38385715114881,Unknown,race
Male,1,2.6663256366143444,2.1821102418574445,1.4291366461777322,9.84903149443016,White,race
Male,2,2.6237998007948717,4.439116717891844,2.4936063070332315,16.43824023018189,American Indian,race
Male,2,1.6138972347364022,2.418750729913654,1.479539736324866,5.863545604646989,Asian,race
Male,2,4.391087702621226,2.28850380620371,1.9322002986203495,11.214650597761217,Black,race
Male,2,2.8608609645117498,2.4672161225757367,2.1973018184611486,11.875029566919494,Hispanic,race
Male,2,2.5381074927239773,2.3704200003135814,1.9463379552533253,13.008521383732127,Other,race
Male,2,3.7604901152947163,2.617983206432725,2.4062592568419303,9.803690301676749,Unknown,race
Male,2,2.7214722097810498,2.43069710008814,1.8126669169926666,12.394123342582354,White,race
Female,0,1.4299497237998342,1.235606366552202,1.0247452196757905,4.710262564781129,1,age
Female,0,1.4879015097147268,2.0433811037332954,1.3613256021741662,5.5955931325905786,2,age
Female,0,1.7785377135662217,1.5419870573447585,1.063674340247832,5.347614398737718,3,age
Female,0,1.692221193706569,1.6824359239270164,1.269727324729006,5.461370440107476,4,age
Female,0,1.5281881123033123,1.4443398421345743,1.5955021339382913,3.2316656779272,5,age
Female,0,1.1367967074958885,1.51252464195773,1.0452680197149333,3.0728800767693367,6,age
Female,1,1.3203803636877334,1.6530298084111974,1.1573855300959297,6.78561613647988,1,age
Female,1,1.6852765882691894,1.7556967260106313,1.2663052617334958,6.822182774331121,2,age
Female,1,1.9616514286243487,1.9039653312888578,1.178125271089443,7.222266684816417,3,age
Female,1,1.4573520020828494,1.9174587087731532,1.1158392842076024,6.46261046338838,4,age
Female,1,1.818935695518624,1.7667677386480367,1.1336679403871177,3.8298933922134784,5,age
Female,1,0.7869631515622635,1.0,1.0,2.2304557417720368,6,age
Female,2,1.2769685165774498,1.9023290318337804,1.2814087175423572,5.755544911773133,1,age
Female,2,2.0889281665240085,1.9187433362037905,1.4768200824490756,8.429078513775012,2,age
Female,2,2.305334518569863,2.239272053867931,1.3384055974670628,11.043960279036686,3,age
Female,2,3.2872056756095547,2.295219154540659,1.4617059251550084,13.132515207385016,4,age
Female,2,2.609890734550535,2.828447933720464,1.485231710838103,15.069231235711124,5,age
Female,2,7.688829783339359,1.0,1.0261094199536498,8.568820118285682,6,age
Male,0,1.9626122727690603,1.5375740247061784,1.4668058522289897,5.233200430949426,1,age
Male,0,1.805626474757097,1.7803353170733127,1.4434163978211378,7.097471584860578,2,age
Male,0,1.9000446061578549,2.0584165325627595,1.581545784198988,7.756543030555139,3,age
Male,0,2.3252036585560987,2.1945920180578598,1.5037235266725248,8.167948758182746,4,age
Male,0,2.2303877111288855,2.0472742755763735,1.5799208472460546,6.7597502561176865,5,age
Male,0,2.4260193417269407,2.6416126575896204,1.7229533801129844,5.44298498057028,6,age
Male,1,1.6592919225889875,1.6615889412515121,1.7153325911896442,6.658881585178023,1,age
Male,1,2.3977285106258446,2.060151001410478,1.4731390539108362,9.186946100229104,2,age
Male,1,2.000392797012733,2.2877057814952315,1.760477432816248,13.315446135081158,3,age
Male,1,2.7913932879683823,2.8064350238983193,1.5254833990282395,9.792012178701102,4,age
Male,1,2.702334461343895,1.4513995312279975,1.763247535625017,7.685579317025291,5,age
Male,1,1.5682843728297966,1.4157007228203942,1.4664671412289405,4.6732890566925205,6,age
Male,2,7.013257811874441,1.9943405053685623,1.9039846198853108,8.380017359977725,1,age
Male,2,2.367459266398525,2.1982049185886723,2.0696047745747004,12.410014040695595,2,age
Male,2,2.7498155896282275,2.6725189505206193,1.9125893226568491,13.365637491401122,3,age
Male,2,2.733969542937887,2.5346582119241616,1.9472644943684159,11.922951104882932,4,age
Male,2,3.191490446648029,2.63657748968881,1.7581429404525388,11.828642236866404,5,age
Male,2,5.1991237380623305,2.2186212071803233,1.8466864573128656,8.70270434050284,6,age
Female,0,1.6047099653086276,1.729565968122424,1.260730005990316,5.157124897400096,Overall,Total
Female,1,1.6942769395397617,1.8273954654594984,1.1898073353043657,6.621720966755811,Overall,Total
Female,2,2.3436374302176755,2.108984439301714,1.4100973301360626,10.074317012932953,Overall,Total
Male,0,2.032561692592104,1.98507809344206,1.5248262849251542,7.240632613210716,Overall,Total
Male,1,2.275419791423049,2.1621479576750655,1.6050311733086298,9.766245665933429,Overall,Total
Male,2,3.1589328621422084,2.421912735662869,1.9528699015806925,12.03218279397299,Overall,Total
